step,type,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,source_account,destination_account,graph_score,ring_detected,triangle_cycle_detected,hub_flag,mule_flag,burst_cluster_flag,suspicious_connection_count,shared_counterparties,source_out_degree,destination_in_degree,bridge_flag,destination_repeat_rate,source_repeat_rate,prior_risk_hits,client_id,timestamp,predicted_risk,predicted_probability,anomaly_score,confirmed_label,isFraud
21,TRANSFER,6405.69,20832.88,14427.19,12288.32,18694.01,user-1722,merchant-655,0.2,False,False,True,False,False,0,0,2,35,False,0.0,0.0,0,background-stream,2026-03-30T03:49:47.349693,MEDIUM,0.765,0.164741,,0
8,TRANSFER,7923.77,8186.76,262.99,9517.81,17441.58,user-4732,merchant-252,0.2,False,False,True,False,False,0,0,4,31,False,0.0,0.0,0,background-stream,2026-03-30T03:49:49.618718,MEDIUM,0.765,0.208092,,0
12,TRANSFER,5138.73,16688.66,11549.93,10320.37,15459.1,user-8944,merchant-973,0.2,False,False,True,False,False,0,0,1,36,False,0.0,0.0,0,background-stream,2026-03-30T03:49:51.877730,MEDIUM,0.765,0.160758,,0
9,CASH_IN,41.9,15167.59,15125.69,12685.32,12727.22,user-3504,merchant-462,0.2,False,False,True,False,False,0,0,0,22,False,0.0,0.0,0,background-stream,2026-03-30T03:49:54.280645,MEDIUM,0.764999,0.188244,,0
21,PAYMENT,1135.96,20049.08,18913.12,17446.96,18582.92,user-5239,merchant-928,0.2,False,False,True,False,False,0,0,3,30,False,0.0,0.0,0,background-stream,2026-03-30T03:49:56.528607,MEDIUM,0.765,0.21869,,0
11,CASH_IN,6128.09,6185.38,57.29,17191.04,23319.13,user-5408,merchant-325,0.2,False,False,True,False,False,0,0,0,38,False,0.0,0.0,0,background-stream,2026-03-30T03:49:58.797928,MEDIUM,0.765,0.166933,,0
11,TRANSFER,9093.23,14404.54,5311.31,13896.4,22989.63,user-2738,merchant-342,0.2,False,False,True,False,False,0,0,2,24,False,0.0,0.0,0,background-stream,2026-03-30T03:50:01.086870,MEDIUM,0.765,0.172118,,0
11,DEBIT,9512.66,18121.71,8609.05,17123.15,26635.81,user-5033,merchant-679,0.2,False,False,True,False,False,0,0,1,32,False,0.0,0.0,0,background-stream,2026-03-30T03:50:03.294445,MEDIUM,0.771511,0.134807,,0
11,PAYMENT,5734.03,11563.96,5829.93,8989.13,14723.16,user-3028,merchant-860,0.2,False,False,True,False,False,0,0,2,32,False,0.0,0.0,0,background-stream,2026-03-30T03:50:05.634698,MEDIUM,0.765,0.229904,,0
24,DEBIT,2679.54,16688.78,14009.24,6353.95,9033.49,user-3473,merchant-199,0.2,False,False,True,False,False,0,0,7,35,False,0.0,0.0,0,background-stream,2026-03-30T03:50:07.913210,MEDIUM,0.765,0.155234,,0
19,CASH_IN,6637.13,13266.73,6629.6,14794.88,21432.01,user-4707,merchant-361,0.2,False,False,True,False,False,0,0,1,27,False,0.0,0.0,0,background-stream,2026-03-30T03:50:10.185929,MEDIUM,0.765,0.159139,,0
3,CASH_OUT,5941.5,13736.22,7794.72,13203.85,19145.35,user-6691,merchant-281,0.2,False,False,True,False,False,0,0,0,27,False,0.0,0.0,0,background-stream,2026-03-30T03:50:12.460203,LOW,0.065001,0.231674,,0
9,CASH_IN,7215.33,8653.11,1437.78,2741.27,9956.6,user-6920,merchant-914,0.25,False,False,True,False,False,0,0,2,36,False,0.0,0.0,1,background-stream,2026-03-30T03:50:14.708515,MEDIUM,0.7675,0.188415,,0
17,DEBIT,2224.76,9831.14,7606.38,4809.03,7033.79,user-5019,merchant-841,0.2,False,False,True,False,False,0,0,3,36,False,0.0,0.0,0,background-stream,2026-03-30T03:50:17.017923,MEDIUM,0.77775,0.120248,,0
7,CASH_OUT,4527.45,6942.43,2414.98,14431.35,18958.8,user-9355,merchant-279,0.2,False,False,True,False,False,0,0,2,31,False,0.0,0.0,0,background-stream,2026-03-30T03:50:19.262992,LOW,0.065006,0.241569,,0
6,CASH_OUT,1170.05,13070.11,11900.06,4071.76,5241.81,user-6376,merchant-457,0.2,False,False,True,False,False,0,0,3,38,False,0.0,0.0,0,background-stream,2026-03-30T03:50:21.577434,LOW,0.065014,0.237771,,0
1,PAYMENT,4187.69,15642.41,11454.72,4452.71,8640.4,user-9112,merchant-346,0.2,False,False,True,False,False,0,0,4,30,False,0.0,0.0,0,background-stream,2026-03-30T03:50:23.870841,LOW,0.065,0.272067,,0
19,CASH_IN,1760.23,17858.8,16098.57,3505.89,5266.12,user-7179,merchant-333,0.2,False,False,True,False,False,0,0,4,38,False,0.0,0.0,0,background-stream,2026-03-30T03:50:26.165808,MEDIUM,0.765,0.158957,,0
4,TRANSFER,3653.67,16079.6,12425.93,2034.26,5687.93,user-1937,merchant-788,0.2,False,False,True,False,False,0,0,1,29,False,0.0,0.0,0,background-stream,2026-03-30T03:50:28.568788,LOW,0.065001,0.219184,,0
18,CASH_IN,7947.76,14090.03,6142.27,9252.7,17200.46,user-9744,merchant-238,0.2,False,False,True,False,False,0,0,3,27,False,0.0,0.0,0,background-stream,2026-03-30T03:50:30.852516,MEDIUM,0.765,0.156859,,0
3,DEBIT,5620.83,6252.39,631.56,3413.82,9034.65,user-8953,merchant-566,0.2,False,False,True,False,False,0,0,4,32,False,0.0,0.0,0,background-stream,2026-03-30T03:50:33.047081,LOW,0.065,0.183496,,0
21,DEBIT,8104.89,10180.74,2075.85,3567.89,11672.78,user-8825,merchant-104,0.2,False,False,True,False,False,0,0,7,32,False,0.0,0.0,0,background-stream,2026-03-30T03:50:35.320648,MEDIUM,0.774587,0.127629,,0
5,CASH_IN,2669.02,16215.06,13546.04,2934.09,5603.11,user-2767,merchant-468,0.2,False,False,True,False,False,0,0,3,35,False,0.0,0.0,0,background-stream,2026-03-30T03:50:37.573690,LOW,0.065,0.216275,,0
14,PAYMENT,3028.39,17351.29,14322.9,10459.33,13487.72,user-7627,merchant-554,0.25,False,False,True,False,False,0,0,4,20,False,0.0,0.0,1,background-stream,2026-03-30T03:50:39.898766,MEDIUM,0.7675,0.207051,,0
2,TRANSFER,395.2,15859.05,15463.85,6011.3,6406.5,user-2588,merchant-574,0.2,False,False,True,False,False,0,0,4,26,False,0.0,0.0,0,background-stream,2026-03-30T03:50:42.147709,LOW,0.065,0.212693,,0
7,TRANSFER,1670.98,19897.16,18226.18,15264.66,16935.64,user-4073,merchant-524,0.25,False,False,True,False,False,0,0,1,33,False,0.0,0.0,1,background-stream,2026-03-30T03:50:44.395941,LOW,0.0675,0.223747,,0
3,DEBIT,2074.54,20258.27,18183.73,1282.6,3357.14,user-1281,merchant-738,0.25,False,False,True,False,False,0,0,3,28,False,0.0,0.0,1,background-stream,2026-03-30T03:50:46.648003,LOW,0.0675,0.185334,,0
23,CASH_OUT,4036.13,11612.29,7576.16,14559.72,18595.85,user-1653,merchant-442,0.2,False,False,True,False,False,0,0,7,23,False,0.0,0.0,0,background-stream,2026-03-30T03:50:48.904333,MEDIUM,0.765,0.187969,,0
12,DEBIT,5746.78,25307.8,19561.02,7989.7,13736.48,user-4773,merchant-459,0.2,False,False,True,False,False,0,0,4,31,False,0.0,0.0,0,background-stream,2026-03-30T03:50:51.209998,MEDIUM,0.775159,0.126295,,0
3,PAYMENT,7491.8,10447.69,2955.89,10971.43,18463.23,user-5665,merchant-232,0.25,False,False,True,False,False,0,0,4,38,False,0.0,0.0,1,background-stream,2026-03-30T03:50:53.443683,LOW,0.0675,0.266262,,0
22,PAYMENT,9022.24,20677.63,11655.39,9987.22,19009.46,user-4143,merchant-915,0.2,False,False,True,False,False,0,0,3,27,False,0.0,0.0,0,background-stream,2026-03-30T03:50:55.729075,MEDIUM,0.765,0.219842,,0
22,TRANSFER,399.18,8063.63,7664.45,12390.72,12789.9,user-6366,merchant-955,0.2,False,False,True,False,False,0,0,6,26,False,0.0,0.0,0,background-stream,2026-03-30T03:50:57.987286,MEDIUM,0.765,0.171828,,0
8,CASH_IN,7283.1,26178.92,18895.82,17700.7,24983.8,user-5968,merchant-568,0.3,False,False,True,False,False,0,0,2,30,False,0.0,0.0,2,background-stream,2026-03-30T03:51:00.257902,MEDIUM,0.769999,0.198005,,0
21,TRANSFER,176.19,11206.25,11030.06,10880.0,11056.19,user-9267,merchant-664,0.25,False,False,True,False,False,0,0,5,34,False,0.0,0.0,1,background-stream,2026-03-30T03:51:02.579092,MEDIUM,0.7675,0.165734,,0
14,CASH_OUT,1544.03,20003.53,18459.5,6507.86,8051.89,user-7446,merchant-340,0.2,False,False,True,False,False,0,0,5,38,False,0.0,0.0,0,background-stream,2026-03-30T03:51:04.842859,MEDIUM,0.765,0.155286,,0
7,DEBIT,4532.81,5151.64,618.83,7450.78,11983.59,user-4640,merchant-263,0.3,False,False,True,False,False,0,0,5,30,False,0.0,0.0,2,background-stream,2026-03-30T03:51:07.078782,LOW,0.07,0.177817,,0
15,TRANSFER,9173.64,21347.54,12173.9,2822.81,11996.45,user-2823,merchant-523,0.25,False,False,True,False,False,0,0,0,24,False,0.0,0.0,1,background-stream,2026-03-30T03:51:09.344695,MEDIUM,0.7675,0.150049,,0
7,DEBIT,7100.64,26178.9,19078.26,18029.96,25130.6,user-3428,merchant-225,0.2,False,False,True,False,False,0,0,7,31,False,0.0,0.0,0,background-stream,2026-03-30T03:51:11.609442,LOW,0.065,0.175831,,0
17,DEBIT,6007.75,10567.35,4559.6,16441.01,22448.76,user-1095,merchant-417,0.2,False,False,True,False,False,0,0,1,24,False,0.0,0.0,0,background-stream,2026-03-30T03:51:13.949551,MEDIUM,0.778305,0.118955,,0
14,PAYMENT,6517.57,7036.45,518.88,9834.59,16352.16,user-3680,merchant-727,0.2,False,False,True,False,False,0,0,1,25,False,0.0,0.0,0,background-stream,2026-03-30T03:51:16.203554,MEDIUM,0.765,0.207716,,0
14,CASH_OUT,9359.77,13727.56,4367.79,12297.2,21656.97,user-2322,merchant-706,0.2,False,False,True,False,False,0,0,2,37,False,0.0,0.0,0,background-stream,2026-03-30T03:51:18.463083,MEDIUM,0.765,0.158999,,0
9,DEBIT,4793.61,13286.67,8493.06,18883.97,23677.58,user-7413,merchant-469,0.2,False,False,True,False,False,0,0,2,21,False,0.0,0.0,0,background-stream,2026-03-30T03:51:20.715879,MEDIUM,0.765,0.15323,,0
10,TRANSFER,3451.51,16193.12,12741.61,7786.35,11237.86,user-1204,merchant-164,0.2,False,False,True,False,False,0,0,3,28,False,0.0,0.0,0,background-stream,2026-03-30T03:51:22.988880,MEDIUM,0.765,0.18351,,0
12,PAYMENT,6431.25,19173.69,12742.44,818.77,7250.02,user-3743,merchant-472,0.2,False,False,True,False,False,0,0,4,29,False,0.0,0.0,0,background-stream,2026-03-30T03:51:25.310862,MEDIUM,0.765,0.2193,,0
1,CASH_OUT,849.28,13120.18,12270.9,1908.2,2757.48,user-8466,merchant-205,0.2,False,False,True,False,False,0,0,4,30,False,0.0,0.0,0,background-stream,2026-03-30T03:51:27.565853,LOW,0.065017,0.228908,,0
20,DEBIT,2137.95,18965.24,16827.29,2772.17,4910.12,user-7173,merchant-635,0.2,False,False,True,False,False,0,0,3,26,False,0.0,0.0,0,background-stream,2026-03-30T03:51:29.848963,MEDIUM,0.773843,0.129365,,0
10,DEBIT,7045.06,19868.08,12823.02,5184.7,12229.76,user-9218,merchant-406,0.2,False,False,True,False,False,0,0,3,23,False,0.0,0.0,0,background-stream,2026-03-30T03:51:32.111228,MEDIUM,0.767188,0.144894,,0
17,CASH_OUT,4755.34,11527.96,6772.62,10494.02,15249.36,user-7834,merchant-982,0.2,False,False,True,False,False,0,0,4,21,False,0.0,0.0,0,background-stream,2026-03-30T03:51:34.406333,MEDIUM,0.765,0.170011,,0
18,CASH_OUT,5181.29,16638.71,11457.42,6626.98,11808.27,user-1361,merchant-324,0.2,False,False,True,False,False,0,0,5,34,False,0.0,0.0,0,background-stream,2026-03-30T03:51:36.766314,MEDIUM,0.765,0.17001,,0
19,DEBIT,2583.09,4114.07,1530.98,7879.11,10462.2,user-3598,merchant-607,0.2,False,False,True,False,False,0,0,3,29,False,0.0,0.0,0,background-stream,2026-03-30T03:51:39.043972,MEDIUM,0.776791,0.122487,,0
12,PAYMENT,6658.73,9613.61,2954.88,8208.83,14867.56,user-4180,merchant-280,0.2,False,False,True,False,False,0,0,3,32,False,0.0,0.0,0,background-stream,2026-03-30T03:51:41.298155,MEDIUM,0.765,0.219812,,0
19,DEBIT,80.36,9485.98,9405.62,18317.9,18398.26,user-5985,merchant-374,0.25,False,False,True,False,False,0,0,3,25,False,0.0,0.0,1,background-stream,2026-03-30T03:51:43.547421,MEDIUM,0.779785,0.121334,,0
19,CASH_OUT,5772.52,22789.35,17016.83,12878.68,18651.2,user-9537,merchant-424,0.2,False,False,True,False,False,0,0,2,26,False,0.0,0.0,0,background-stream,2026-03-30T03:51:45.814714,MEDIUM,0.765,0.17043,,0
23,PAYMENT,2909.42,19422.47,16513.05,7393.82,10303.24,user-8994,merchant-404,0.25,False,False,True,False,False,0,0,6,26,False,0.0,0.0,1,background-stream,2026-03-30T03:51:48.121484,MEDIUM,0.7675,0.233533,,0
11,PAYMENT,9640.29,23704.78,14064.49,12560.1,22200.39,user-8057,merchant-220,0.2,False,False,True,False,False,0,0,3,23,False,0.0,0.0,0,background-stream,2026-03-30T03:51:50.371314,MEDIUM,0.765,0.227337,,0
8,DEBIT,436.82,8433.75,7996.93,3318.65,3755.47,user-7613,merchant-634,0.2,False,False,True,False,False,0,0,2,29,False,0.0,0.0,0,background-stream,2026-03-30T03:51:52.610081,MEDIUM,0.764999,0.15984,,0
15,DEBIT,8164.72,22315.48,14150.76,6972.66,15137.38,user-9543,merchant-484,0.2,False,False,True,False,False,0,0,3,32,False,0.0,0.0,0,background-stream,2026-03-30T03:51:54.858582,MEDIUM,0.781984,0.11037,,0
13,TRANSFER,1251.83,19376.24,18124.41,1424.14,2675.97,user-3494,merchant-493,0.2,False,False,True,False,False,0,0,3,22,False,0.0,0.0,0,background-stream,2026-03-30T03:51:57.186543,MEDIUM,0.765746,0.148257,,0
14,PAYMENT,272.42,4342.38,4069.96,7618.02,7890.44,user-9316,merchant-477,0.25,False,False,True,False,False,0,0,3,25,False,0.0,0.0,1,background-stream,2026-03-30T03:52:00.325679,MEDIUM,0.7675,0.203998,,0
22,PAYMENT,4052.68,12480.4,8427.72,17745.57,21798.25,user-9042,merchant-955,0.2,False,False,True,False,False,0,0,3,27,False,0.0,0.0,0,background-stream,2026-03-30T03:52:02.766376,MEDIUM,0.765,0.22288,,0
11,DEBIT,3020.6,21544.58,18523.98,3215.11,6235.71,user-1796,merchant-798,0.2,False,False,True,False,False,0,0,1,28,False,0.0,0.0,0,background-stream,2026-03-30T03:52:05.061806,MEDIUM,0.771182,0.135575,,0
7,CASH_OUT,3133.98,19293.29,16159.31,9631.5,12765.48,user-8853,merchant-289,0.2,False,False,True,False,False,0,0,2,30,False,0.0,0.0,0,background-stream,2026-03-30T03:52:07.327250,LOW,0.065007,0.23667,,0
7,CASH_IN,6040.79,8255.69,2214.9,7007.93,13048.72,user-2121,merchant-658,0.2,False,False,True,False,False,0,0,2,36,False,0.0,0.0,0,background-stream,2026-03-30T03:52:09.580856,LOW,0.065,0.217238,,0
17,CASH_OUT,3763.75,6640.58,2876.83,8991.48,12755.23,user-6043,merchant-340,0.25,False,False,True,False,False,0,0,1,39,False,0.0,0.0,1,background-stream,2026-03-30T03:52:11.904614,MEDIUM,0.7675,0.173914,,0
22,DEBIT,1266.16,4799.03,3532.87,3917.41,5183.57,user-5809,merchant-581,0.2,False,False,True,False,False,0,0,4,27,False,0.0,0.0,0,background-stream,2026-03-30T03:52:14.147990,MEDIUM,0.772558,0.132364,,0
18,CASH_OUT,982.02,18853.7,17871.68,7688.54,8670.56,user-3460,merchant-891,0.2,False,False,True,False,False,0,0,6,34,False,0.0,0.0,0,background-stream,2026-03-30T03:52:16.419594,MEDIUM,0.765,0.168913,,0
10,CASH_IN,4114.46,8276.47,4162.01,10415.13,14529.59,user-8510,merchant-148,0.2,False,False,True,False,False,0,0,2,25,False,0.0,0.0,0,background-stream,2026-03-30T03:52:18.675348,MEDIUM,0.764999,0.176612,,0
20,DEBIT,4607.44,21468.98,16861.54,4570.3,9177.74,user-4211,merchant-495,0.2,False,False,True,False,False,0,0,7,24,False,0.0,0.0,0,background-stream,2026-03-30T03:52:20.929027,MEDIUM,0.773992,0.129018,,0
20,TRANSFER,92.96,12137.8,12044.84,1714.96,1807.92,user-9368,merchant-382,0.2,False,False,True,False,False,0,0,3,40,False,0.0,0.0,0,background-stream,2026-03-30T03:52:23.238052,MEDIUM,0.765,0.165686,,0
8,DEBIT,1536.46,17463.12,15926.66,6081.69,7618.15,user-2328,merchant-444,0.2,False,False,True,False,False,0,0,1,39,False,0.0,0.0,0,background-stream,2026-03-30T03:52:25.512398,MEDIUM,0.764999,0.161038,,0
5,PAYMENT,7466.26,9982.55,2516.29,5548.85,13015.11,user-8511,merchant-737,0.2,False,False,True,False,False,0,0,6,28,False,0.0,0.0,0,background-stream,2026-03-30T03:52:27.771230,LOW,0.065,0.274581,,0
9,PAYMENT,8880.16,13981.01,5100.85,18773.55,27653.71,user-4067,merchant-712,0.25,False,False,True,False,False,0,0,3,39,False,0.0,0.0,1,background-stream,2026-03-30T03:52:29.996875,MEDIUM,0.7675,0.24975,,0
24,CASH_IN,2603.14,8391.77,5788.63,14843.56,17446.7,user-4130,merchant-266,0.2,False,False,True,False,False,0,0,8,27,False,0.0,0.0,0,background-stream,2026-03-30T03:52:32.165486,MEDIUM,0.765,0.184349,,0
17,PAYMENT,4668.07,12670.91,8002.84,6586.3,11254.37,user-2222,merchant-764,0.2,False,False,True,False,False,0,0,1,38,False,0.0,0.0,0,background-stream,2026-03-30T03:52:34.479722,MEDIUM,0.765,0.214932,,0
4,CASH_OUT,4461.01,7225.38,2764.37,14590.01,19051.02,user-1943,merchant-604,0.2,False,False,True,False,False,0,0,2,27,False,0.0,0.0,0,background-stream,2026-03-30T03:52:36.732743,LOW,0.065019,0.234538,,0
6,TRANSFER,8427.73,13881.11,5453.38,5007.75,13435.48,user-8494,merchant-539,0.2,False,False,True,False,False,0,0,3,38,False,0.0,0.0,0,background-stream,2026-03-30T03:52:38.989226,LOW,0.065,0.230625,,0
17,TRANSFER,5458.64,6967.92,1509.28,9795.6,15254.24,user-6799,merchant-337,0.2,False,False,True,False,False,0,0,1,26,False,0.0,0.0,0,background-stream,2026-03-30T03:52:41.222965,MEDIUM,0.765,0.166569,,0
11,CASH_IN,4239.18,22361.44,18122.26,17248.91,21488.09,user-7062,merchant-550,0.2,False,False,True,False,False,0,0,2,41,False,0.0,0.0,0,background-stream,2026-03-30T03:52:43.504416,MEDIUM,0.765,0.166754,,0
24,DEBIT,8706.95,28174.29,19467.34,12731.74,21438.69,user-5227,merchant-177,0.2,False,False,True,False,False,0,0,3,33,False,0.0,0.0,0,background-stream,2026-03-30T03:52:45.819529,MEDIUM,0.765,0.154034,,0
17,TRANSFER,5432.01,13007.61,7575.6,10320.3,15752.31,user-9234,merchant-432,0.25,False,False,True,False,False,0,0,6,26,False,0.0,0.0,1,background-stream,2026-03-30T03:52:48.062048,MEDIUM,0.7675,0.163289,,0
7,TRANSFER,8349.03,11557.87,3208.84,6072.06,14421.09,user-1648,merchant-243,0.2,False,False,True,False,False,0,0,2,31,False,0.0,0.0,0,background-stream,2026-03-30T03:52:50.332464,LOW,0.065,0.229895,,0
24,CASH_IN,1222.98,19452.77,18229.79,19402.6,20625.58,user-6662,merchant-688,0.2,False,False,True,False,False,0,0,2,22,False,0.0,0.0,0,background-stream,2026-03-30T03:52:52.697116,MEDIUM,0.765,0.184349,,0
2,CASH_OUT,4006.59,13754.81,9748.22,5025.66,9032.25,user-3597,merchant-656,0.3,False,False,True,False,False,0,0,5,35,False,0.0,0.0,2,background-stream,2026-03-30T03:52:54.957084,LOW,0.070015,0.225271,,0
4,CASH_IN,8296.62,8644.32,347.7,19393.72,27690.34,user-6955,merchant-188,0.25,False,False,True,False,False,0,0,4,25,False,0.0,0.0,1,background-stream,2026-03-30T03:52:57.302449,LOW,0.0675,0.212427,,0
11,DEBIT,2154.5,20124.14,17969.64,19123.77,21278.27,user-8717,merchant-687,0.25,False,False,True,False,False,0,0,1,22,False,0.0,0.0,1,background-stream,2026-03-30T03:52:59.576514,MEDIUM,0.77364,0.135672,,0
10,DEBIT,4242.32,9748.94,5506.62,14025.47,18267.79,user-9820,merchant-950,0.2,False,False,True,False,False,0,0,2,35,False,0.0,0.0,0,background-stream,2026-03-30T03:53:01.766121,MEDIUM,0.767341,0.144537,,0
16,CASH_IN,4266.89,22674.08,18407.19,16440.56,20707.45,user-5961,merchant-587,0.2,False,False,True,False,False,0,0,3,26,False,0.0,0.0,0,background-stream,2026-03-30T03:53:04.013279,MEDIUM,0.767808,0.143446,,0
8,TRANSFER,1714.64,7720.41,6005.77,4328.61,6043.25,user-6785,merchant-301,0.2,False,False,True,False,False,0,0,1,38,False,0.0,0.0,0,background-stream,2026-03-30T03:53:06.269729,MEDIUM,0.764999,0.20564,,0
5,DEBIT,9204.01,11817.05,2613.04,15903.55,25107.56,user-9640,merchant-503,0.35,False,False,True,False,False,1,0,2,25,False,0.04,0.5,0,background-stream,2026-03-30T03:53:08.598251,LOW,0.0725,0.17734,,0
22,CASH_OUT,7478.91,26780.05,19301.14,11908.64,19387.55,user-8993,merchant-328,0.2,False,False,True,False,False,0,0,5,33,False,0.0,0.0,0,background-stream,2026-03-30T03:53:10.868182,MEDIUM,0.765,0.176314,,0
3,CASH_IN,6119.75,10653.4,4533.65,15440.16,21559.91,user-4312,merchant-143,0.3,False,False,True,False,False,0,0,5,34,False,0.0,0.0,2,background-stream,2026-03-30T03:53:13.113686,LOW,0.07,0.212523,,0
24,TRANSFER,2822.35,13379.1,10556.75,2530.15,5352.5,user-4216,merchant-232,0.25,False,False,True,False,False,0,0,2,39,False,0.0,0.0,1,background-stream,2026-03-30T03:53:15.353166,MEDIUM,0.7675,0.191592,,0
21,CASH_IN,476.48,4663.63,4187.15,15248.4,15724.88,user-7343,merchant-411,0.25,False,False,True,False,False,0,0,2,30,False,0.0,0.0,1,background-stream,2026-03-30T03:53:17.669633,MEDIUM,0.7675,0.161981,,0
12,TRANSFER,9896.98,17016.96,7119.98,15451.64,25348.62,user-5429,merchant-106,0.2,False,False,True,False,False,0,0,3,34,False,0.0,0.0,0,background-stream,2026-03-30T03:53:19.979878,HIGH,0.81,0.161857,,1
12,CASH_IN,7410.1,13724.69,6314.59,7752.19,15162.29,user-4592,merchant-544,0.2,False,False,True,False,False,0,0,1,40,False,0.0,0.0,0,background-stream,2026-03-30T03:53:22.414427,MEDIUM,0.765,0.157066,,0
12,PAYMENT,8589.87,26398.82,17808.95,8961.26,17551.13,user-7060,merchant-245,0.25,False,False,True,False,False,0,0,2,35,False,0.0,0.0,1,background-stream,2026-03-30T03:53:24.650339,MEDIUM,0.7675,0.218816,,0
4,TRANSFER,2864.22,22213.5,19349.28,509.05,3373.27,user-2859,merchant-478,0.25,False,False,True,False,False,0,0,1,29,False,0.0,0.0,1,background-stream,2026-03-30T03:53:26.927846,LOW,0.067501,0.216643,,0
21,CASH_IN,1275.73,4290.53,3014.8,7910.08,9185.81,user-4435,merchant-146,0.2,False,False,True,False,False,0,0,2,39,False,0.0,0.0,0,background-stream,2026-03-30T03:53:29.198178,MEDIUM,0.765,0.161981,,0
22,DEBIT,2400.66,13239.89,10839.23,3637.65,6038.31,user-3729,merchant-534,0.25,False,False,True,False,False,0,0,2,26,False,0.0,0.0,1,background-stream,2026-03-30T03:53:31.451225,MEDIUM,0.774861,0.132823,,0
3,DEBIT,6828.36,8669.58,1841.22,16390.5,23218.86,user-6766,merchant-938,0.25,False,False,True,False,False,0,0,2,26,False,0.0,0.0,1,background-stream,2026-03-30T03:53:33.743762,LOW,0.0675,0.182293,,0
11,DEBIT,6438.57,22186.65,15748.08,14265.55,20704.12,user-6672,merchant-463,0.2,False,False,True,False,False,0,0,3,39,False,0.0,0.0,0,background-stream,2026-03-30T03:53:35.981914,MEDIUM,0.771775,0.134192,,0
2,DEBIT,6825.59,21929.65,15104.06,6886.37,13711.96,user-4570,merchant-215,0.3,False,False,True,False,False,0,0,7,39,False,0.0,0.0,2,background-stream,2026-03-30T03:53:38.213058,LOW,0.07,0.187756,,0
21,TRANSFER,5356.39,7579.87,2223.48,5659.75,11016.14,user-2876,merchant-963,0.25,False,False,True,False,False,0,0,3,32,False,0.0,0.0,1,background-stream,2026-03-30T03:53:40.467084,MEDIUM,0.7675,0.169028,,0
2,DEBIT,5160.8,21491.25,16330.45,2948.1,8108.9,user-9546,merchant-170,0.2,False,False,True,False,False,0,0,2,35,False,0.0,0.0,0,background-stream,2026-03-30T03:53:42.839345,LOW,0.065,0.189103,,0
19,DEBIT,4041.87,21287.85,17245.98,12905.2,16947.07,user-3552,merchant-717,0.2,False,False,True,False,False,0,0,2,25,False,0.0,0.0,0,background-stream,2026-03-30T03:53:45.095860,MEDIUM,0.776881,0.122278,,0
18,CASH_OUT,1301.12,12434.46,11133.34,15435.37,16736.49,user-3327,merchant-421,0.2,False,False,True,False,False,0,0,3,26,False,0.0,0.0,0,background-stream,2026-03-30T03:53:47.352972,MEDIUM,0.765,0.17102,,0
4,PAYMENT,9468.0,18761.38,9293.38,780.53,10248.53,user-5401,merchant-582,0.2,False,False,True,False,False,0,0,0,30,False,0.0,0.0,0,background-stream,2026-03-30T03:53:49.682793,LOW,0.065,0.268918,,0
2,CASH_IN,7385.26,18707.07,11321.81,74.12,7459.38,user-7799,merchant-245,0.25,False,False,True,False,False,0,0,5,36,False,0.0,0.0,1,background-stream,2026-03-30T03:53:52.036969,LOW,0.0675,0.208714,,0
17,CASH_IN,7603.31,15902.26,8298.95,14441.33,22044.64,user-7911,merchant-353,0.25,False,False,True,False,False,0,0,3,23,False,0.0,0.0,1,background-stream,2026-03-30T03:53:54.355552,MEDIUM,0.7675,0.154269,,0
14,CASH_OUT,5480.21,10326.8,4846.59,10524.29,16004.5,user-9166,merchant-784,0.2,False,False,True,False,False,0,0,2,28,False,0.0,0.0,0,background-stream,2026-03-30T03:53:56.585689,MEDIUM,0.765,0.158359,,0
17,TRANSFER,2465.81,15308.78,12842.97,17773.99,20239.8,user-7683,merchant-536,0.25,False,False,True,False,False,0,0,3,34,False,0.0,0.0,1,background-stream,2026-03-30T03:53:58.858917,MEDIUM,0.7675,0.161146,,0
17,CASH_OUT,5021.79,18206.37,13184.58,3483.95,8505.74,user-8774,merchant-254,0.25,False,False,True,False,False,0,0,7,34,False,0.0,0.0,1,background-stream,2026-03-30T03:54:01.062989,MEDIUM,0.7675,0.168584,,0
14,DEBIT,4965.66,22696.41,17730.75,8480.08,13445.74,user-6012,merchant-657,0.25,False,False,True,False,False,0,0,5,33,False,0.0,0.0,1,background-stream,2026-03-30T03:54:03.334950,MEDIUM,0.784741,0.10977,,0
19,PAYMENT,9701.85,12419.85,2718.0,11146.68,20848.53,user-3435,merchant-687,0.25,False,False,True,False,False,0,0,1,23,False,0.0,0.0,1,background-stream,2026-03-30T03:54:05.617308,MEDIUM,0.7675,0.213129,,0
15,CASH_OUT,3466.07,9728.77,6262.7,5837.72,9303.79,user-9669,merchant-456,0.2,False,False,True,False,False,0,0,1,43,False,0.0,0.0,0,background-stream,2026-03-30T03:54:07.869753,MEDIUM,0.765,0.155479,,0
19,DEBIT,3056.17,6381.8,3325.63,2723.29,5779.46,user-6631,merchant-492,0.25,False,False,True,False,False,0,0,4,42,False,0.0,0.0,1,background-stream,2026-03-30T03:54:10.111954,MEDIUM,0.779331,0.122395,,0
